,0,1
0,38.25,126.37
1,38.25,126.4291918367347
2,38.25,126.48838367346939
3,38.25,126.54757551020408
4,38.25,126.60676734693878
5,38.25,126.66595918367348
6,38.25,126.72515102040816
7,38.25,126.78434285714286
8,38.25,126.84353469387756
9,38.25,126.90272653061224
10,38.25,126.96191836734694
11,38.25,127.02111020408164
12,38.25,127.08030204081633
13,38.25,127.13949387755102
14,38.25,127.19868571428572
15,38.25,127.25787755102041
16,38.25,127.3170693877551
17,38.25,127.3762612244898
18,38.25,127.4354530612245
19,38.25,127.49464489795919
20,38.25,127.55383673469387
21,38.25,127.61302857142857
22,38.25,127.67222040816327
23,38.25,127.73141224489795
24,38.25,127.79060408163265
25,38.25,127.84979591836735
26,38.25,127.90898775510205
27,38.25,127.96817959183673
28,38.25,128.02737142857143
29,38.25,128.08656326530613
30,38.25,128.14575510204082
31,38.25,128.20494693877552
32,38.25,128.2641387755102
33,38.25,128.3233306122449
34,38.25,128.38252244897959
35,38.25,128.44171428571428
36,38.25,128.50090612244898
37,38.25,128.56009795918368
38,38.25,128.61928979591838
39,38.25,128.67848163265305
40,38.25,128.73767346938774
41,38.25,128.79686530612244
42,38.25,128.85605714285714
43,38.25,128.91524897959184
44,38.25,128.97444081632653
45,38.25,129.03363265306123
46,38.25,129.0928244897959
47,38.25,129.1520163265306
48,38.25,129.2112081632653
49,38.25,129.2704
50,38.20299518347826,126.37
51,38.20299518347826,126.4291918367347
52,38.20299518347826,126.48838367346939
53,38.20299518347826,126.54757551020408
54,38.20299518347826,126.60676734693878
55,38.20299518347826,126.66595918367348
56,38.20299518347826,126.72515102040816
57,38.20299518347826,126.78434285714286
58,38.20299518347826,126.84353469387756
59,38.20299518347826,126.90272653061224
60,38.20299518347826,126.96191836734694
61,38.20299518347826,127.02111020408164
62,38.20299518347826,127.08030204081633
63,38.20299518347826,127.13949387755102
64,38.20299518347826,127.19868571428572
65,38.20299518347826,127.25787755102041
66,38.20299518347826,127.3170693877551
67,38.20299518347826,127.3762612244898
