,Latitude,Longitude,Rubbish,Plastics,Cans,Glass,Papers
1196,37.27583,127.4672,1,0,0,0,0
1211,37.27583,127.4672,0,0,0,0,1
1224,37.5960825,126.9467382,1,0,1,1,0
1225,37.5960825,126.9467382,0,0,1,0,0
1276,37.5960825,126.9467382,0,0,0,1,0
1302,37.5960825,126.9467382,1,0,0,0,0
1349,37.5960825,126.9467382,2,0,1,1,0
1369,37.5960825,126.9467382,2,0,0,0,0
1399,37.5960825,126.9467382,1,0,1,0,0
1412,37.5960825,126.9467382,1,0,0,1,0
1464,37.63164,126.92836,1,0,0,0,0
1465,37.63155,126.92843,1,0,0,0,0
1466,37.63156,126.92845,1,0,0,0,0
1467,37.63149,126.92864,1,0,0,0,0
1469,37.63154,126.92882,1,0,0,0,0
1471,37.63157,126.92881,1,0,0,0,0
1472,37.63145,126.9288,1,0,0,0,0
1473,37.63248,126.92686,1,0,0,0,0
1474,37.63246,126.92691,1,0,0,0,0
1475,37.63245,126.92703,1,0,0,0,0
1476,37.6326,126.92693,1,0,0,0,0
1477,37.63255,126.92706,1,0,0,0,0
1478,37.63292,126.92493,1,0,0,0,0
1479,37.63292,126.92492,1,0,0,0,0
1480,37.63217,126.92422,1,0,0,0,0
1481,37.63226,126.92431,1,0,0,0,0
1482,37.63249,126.92429,1,0,0,0,0
1483,37.63272,126.92431,1,0,0,0,0
1484,37.63268,126.92435,1,0,0,0,0
1485,37.63265,126.92443,0,0,1,0,0
1486,37.63264,126.9244,0,0,1,0,0
1487,37.63266,126.92437,0,0,1,0,0
1488,37.63263,126.92426,0,0,1,0,0
1489,37.63261,126.92422,0,0,1,0,0
1490,37.63262,126.92421,0,0,1,0,0
1491,37.63341,126.92277,1,0,0,0,0
1492,37.63334,126.92268,1,0,0,0,0
1493,37.63335,126.92269,1,0,0,0,0
1494,37.63347,126.92278,0,0,0,0,1
1495,37.63344,126.9228,0,0,0,0,1
1496,37.63341,126.9228,0,0,0,0,1
1498,37.63343,126.92278,1,0,0,0,0
1499,37.63341,126.92278,1,0,0,0,0
1500,37.63349,126.92277,1,0,0,0,0
1501,37.63353,126.92273,1,0,0,0,0
1502,37.6335,126.92271,1,0,0,0,0
1503,37.6336,126.92278,0,0,0,0,1
1504,37.63354,126.9227,0,0,0,0,1
1505,37.63352,126.92268,0,0,0,0,1
1506,37.63504,126.91989,1,0,0,0,0
1507,37.63479,126.92032,1,0,0,0,0
1508,37.63342,126.92261,0,1,0,0,0
1509,37.63336,126.92289,0,1,0,0,0
1510,37.63343,126.9229,0,0,0,0,1
1511,37.6334,126.92287,0,0,0,0,1
1512,37.63354,126.9229,0,1,0,0,0
1513,37.63354,126.92288,0,1,0,0,0
1514,37.6323,126.92436,1,0,0,0,0
1516,37.63233,126.92463,1,0,0,0,0
1517,37.63232,126.92412,0,1,0,0,0
1519,37.63241,126.92426,0,1,0,0,0
1520,37.63136,126.92863,1,0,0,0,0
1521,37.63136,126.92871,1,0,0,0,0
1522,37.6314,126.92883,0,0,0,0,1
1524,37.63139,126.92883,0,0,0,0,1
1525,37.63138,126.92886,0,1,0,0,0
1526,37.63138,126.92883,0,1,0,0,0
1527,37.63137,126.92882,0,1,0,0,0
1528,37.63137,126.92885,1,0,0,0,0
1529,37.63137,126.92882,1,0,0,0,0
1530,37.63139,126.92883,1,0,0,0,0
1531,37.63141,126.92882,0,0,0,0,1
1532,37.63141,126.92883,0,0,0,0,1
1534,37.6314,126.92879,0,0,1,0,0
1535,37.6314,126.9288,0,0,1,0,0
1536,37.6314,126.92881,0,0,1,0,0
1537,37.63161,126.92835,1,0,0,0,0
1538,37.63144,126.92865,1,0,0,0,0
1539,37.63153,126.92849,1,0,0,0,1
1540,37.63152,126.92855,1,0,0,0,1
1541,37.63155,126.92872,1,0,0,0,1
1542,37.63153,126.92866,0,0,0,0,1
1545,37.63118,126.92875,0,0,0,1,0
1546,37.6313,126.92871,0,0,0,1,0
1547,37.63145,126.92864,0,0,0,1,0
1548,37.63149,126.92862,0,0,0,1,0
1549,37.63151,126.92863,0,0,0,1,0
1550,37.63151,126.9286,0,0,0,1,0
1551,37.63147,126.92863,0,0,0,1,0
1552,37.63148,126.92863,0,0,0,1,0
1553,37.6315,126.92863,0,0,0,1,0
1554,37.63148,126.92861,0,0,0,1,0
1555,37.63154,126.92865,1,0,0,0,0
1556,37.63153,126.92866,1,0,0,0,0
1557,37.63154,126.92866,1,0,0,0,0
1558,37.63154,126.92872,1,0,0,0,0
1559,37.63154,126.9287,1,0,0,0,0
1561,37.63141,126.92863,1,0,0,0,0
1562,37.63142,126.92861,1,0,0,0,0
1563,37.63142,126.92862,1,0,0,0,0
1564,37.63124,126.92884,1,0,0,0,0
1565,37.6315,126.92858,1,0,0,0,0
1566,37.63151,126.92859,1,0,0,0,0
1567,37.63149,126.9286,1,0,0,0,0
1568,37.63148,126.9286,1,0,0,0,0
1570,37.63132,126.92871,0,1,0,0,0
1571,37.63136,126.92875,0,1,0,0,0
1572,37.63144,126.92869,0,1,0,0,0
1573,37.56,126.97,1,0,0,0,0
1622,37.56,126.97,0,1,0,0,0
1644,37.56,126.97,0,0,0,0,1
1691,37.56,126.97,1,1,0,0,0
1716,37.56,126.97,1,0,0,0,1
1733,37.52262,126.94153,0,0,0,0,1
1734,37.52264,126.9415,0,1,0,0,0
1735,37.52262,126.94148,1,0,0,0,1
1736,37.52263,126.94154,0,0,0,0,1
1737,37.52265,126.94155,0,0,0,0,1
1738,37.52264,126.94155,0,1,0,0,0
1739,37.52276,126.94131,0,1,0,0,0
1740,37.52277,126.94133,2,1,0,0,0
1741,37.52279,126.94128,1,0,0,0,0
1742,37.5228,126.94128,1,0,0,0,0
1743,37.52278,126.94128,1,1,0,0,0
1744,37.5228,126.94129,1,1,0,0,0
1745,37.52278,126.94128,0,0,1,0,0
1746,37.52281,126.94128,0,1,0,0,0
1747,37.52282,126.94122,1,0,0,0,0
1748,37.52282,126.94124,0,1,0,0,0
1749,37.52293,126.94122,1,0,0,0,0
1750,37.52288,126.94125,1,0,0,0,0
1752,37.52286,126.94122,1,0,0,0,0
1753,37.5229,126.94124,0,1,0,0,0
1754,37.52288,126.94126,0,0,1,0,0
1755,37.52288,126.94124,1,0,0,0,0
1756,37.52288,126.94123,1,0,0,0,0
1757,37.52288,126.94124,0,0,0,0,2
1758,37.52291,126.9413,0,0,0,0,2
1759,37.52289,126.94125,1,0,0,0,0
1761,37.52288,126.94122,0,1,0,0,1
1762,37.52288,126.94122,1,0,0,0,0
1763,37.52287,126.94121,1,0,0,0,0
1765,37.52285,126.94118,1,0,0,0,0
1767,37.52287,126.94115,0,0,1,0,0
1768,37.52287,126.94116,1,0,0,0,0
1769,37.52287,126.94117,1,0,0,0,0
1770,37.52293,126.94116,0,0,1,0,0
1771,37.5229,126.94117,0,1,0,0,0
1772,37.52298,126.94116,0,1,0,0,0
1773,37.52296,126.94113,0,1,0,0,0
1774,37.52297,126.94112,0,1,0,0,0
1775,37.52296,126.94107,0,0,1,0,0
1776,37.52297,126.94107,0,0,1,0,0
1777,37.52296,126.94107,1,0,0,0,0
1778,37.52299,126.94106,1,0,0,0,0
1779,37.52299,126.94106,1,0,0,0,1
1780,37.52298,126.94106,1,0,0,0,1
1781,37.52316,126.94092,1,0,0,0,0
1782,37.5231,126.94087,1,1,0,0,0
1783,37.5231,126.94086,1,1,0,0,1
1784,37.523131,126.94086,0,0,0,0,1
1785,37.52315,126.94083,1,0,0,0,0
1786,37.58936,127.01781,0,0,0,1,0
1787,37.58952,127.01792,0,0,1,0,0
1788,37.58943,127.01791,0,0,0,0,1
1789,37.58941,127.0179,0,0,0,0,1
1790,37.58942,127.0179,0,0,0,0,1
1791,37.58936,127.0178,1,0,0,0,0
1792,37.5894,127.0179,0,0,0,0,1
1793,37.5894,127.01788,1,0,0,0,0
1794,37.58961,127.01779,0,0,0,0,1
1795,37.58943,127.01784,0,0,0,0,1
1796,37.58946,127.01785,1,0,0,0,0
1797,37.58947,127.01788,0,0,0,0,1
1798,37.58946,127.01791,0,0,0,0,1
1799,37.58942,127.01788,1,0,0,0,0
1800,37.58945,127.01784,0,1,0,0,0
1802,37.58947,127.01783,0,1,0,0,0
1803,37.5894,127.01786,1,0,0,0,0
1804,37.58957,127.01775,0,0,0,0,1
1805,37.58943,127.01782,1,1,0,0,0
1806,37.58952,127.01788,2,0,0,0,0
1807,37.5894,127.01785,1,0,0,0,0
1809,37.58943,127.01791,1,0,0,0,0
1810,37.5897,127.01778,0,0,0,1,0
1811,37.58955,127.01794,1,0,0,0,0
1812,37.58948,127.01805,1,0,0,0,0
1813,37.5901,127.01708,0,0,0,0,1
1814,37.589992,127.01717,0,1,0,0,0
1815,37.58991,127.01718,0,1,0,0,0
1816,37.58991,127.01725,0,1,0,0,1
1817,37.58986,127.01723,0,0,0,0,1
1818,37.58988,127.01723,1,0,0,0,0
1819,37.58988,127.01718,0,0,0,0,1
1820,37.58984,127.01723,0,0,0,0,1
1821,37.58984,127.01721,0,0,0,0,1
1822,37.58991,127.01718,1,0,0,0,0
1823,37.58995,127.0172,1,0,0,0,0
1824,37.58996,127.01719,1,0,0,0,0
1825,37.59,127.01722,0,0,0,0,1
1826,37.58995,127.01714,1,0,0,0,0
1827,37.59038,127.01699,1,0,0,0,0
1828,37.58981,127.01708,1,0,0,0,0
1829,37.5901,127.01698,1,0,0,0,0
1830,37.5901,127.01699,1,0,0,0,0
1831,37.58996,127.01717,0,1,0,0,0
1832,37.59003,127.01725,0,0,0,0,1
1833,37.58995,127.01723,0,0,0,0,1
1834,37.58988,127.01732,1,0,0,0,0
1835,37.59028,127.01705,0,1,0,0,0
1836,37.58998,127.01718,0,2,0,0,0
1837,37.58991,127.01725,1,0,0,0,0
1838,37.323631,127.105802,0,1,0,0,0
1839,37.323629,127.105773,1,0,0,0,0
1840,37.323634,127.105774,0,0,0,0,1
1841,37.323651,127.10545,1,0,0,0,0
1842,37.323648,127.10545,0,1,0,0,0
1843,37.32365,127.105421,1,0,0,0,0
1844,37.32365,127.105417,1,0,0,0,0
1845,37.32365,127.10541,0,0,0,1,0
1846,37.323651,127.105403,1,0,0,0,0
1847,37.323655,127.105387,0,0,0,1,0
1848,37.323658,127.10537,0,1,0,0,0
1849,37.323659,127.105368,1,0,0,0,0
1850,37.323655,127.105362,1,0,0,0,0
1851,37.323663,127.105356,0,0,0,1,0
1852,37.323657,127.10535,1,0,0,0,0
1853,37.323668,127.105343,1,0,0,0,0
1854,37.323681,127.105299,1,0,0,0,0
1855,37.323689,127.105279,1,0,0,0,0
1856,37.323703,127.105248,0,0,0,0,1
1857,37.323719,127.10521,1,0,0,0,0
1858,37.323726,127.105194,1,0,0,0,0
1859,37.323735,127.105171,1,0,0,0,0
1860,37.323727,127.105177,0,1,0,0,0
1861,37.323763,127.105101,1,0,0,0,0
1862,37.323774,127.105077,1,0,0,0,0
1863,37.323382,127.104184,1,0,0,0,0
1864,37.323367,127.104147,1,0,0,0,0
1865,37.323388,127.104214,1,0,0,0,0
1866,37.323377,127.104179,1,0,0,0,0
1867,37.32335,127.104145,1,0,0,0,0
1868,37.323245,127.103938,1,0,0,0,0
1869,37.32295,127.103481,1,0,0,0,0
1870,37.322765,127.103019,0,0,0,1,0
1871,37.322364,127.102029,0,1,0,0,0
1872,37.322336,127.101893,1,0,0,0,0
1873,37.322307,127.1018,1,0,0,0,0
1874,37.322115,127.101336,1,0,0,0,0
1875,37.322082,127.101131,0,0,0,1,0
1876,37.322055,127.100987,0,1,0,0,0
1877,37.322008,127.100867,1,0,0,0,0
1879,37.321969,127.10071,0,1,0,0,0
1880,37.320991,127.097085,0,1,0,0,0
1881,37.320716,127.097554,0,0,0,0,1
1882,37.320208,127.097227,1,0,0,0,0
1883,37.32002,127.079104,1,0,0,0,0
1884,37.319769,127.096944,0,1,0,0,0
1885,37.319445,127.096729,0,0,0,0,1
1886,37.319133,127.096538,0,0,1,0,0
1887,37.318968,127.096361,1,0,0,0,0
1888,37.318815,127.096146,1,0,0,0,0
1889,37.319109,127.095037,1,0,0,0,0
1890,37.319145,127.09403,0,0,0,1,0
1891,37.319145,127.094029,0,1,0,0,0
1892,37.318717,127.093198,1,0,0,0,0
1893,37.31437,127.090101,1,0,0,0,0
1894,37.31437,127.090066,1,0,0,0,0
1895,37.314376,127.090023,1,0,0,0,0
1896,37.31437,127.089971,1,0,0,0,0
1897,37.314366,127.089913,0,1,0,0,0
1898,37.314364,127.089841,1,0,0,0,0
1899,37.314362,127.089744,1,0,0,0,0
1900,37.314364,127.089736,1,0,0,0,0
1901,37.314368,127.089701,1,0,0,0,0
1902,37.313822,127.083064,0,1,0,0,0
1903,37.314362,127.089636,0,0,0,0,1
1904,37.314364,127.089611,0,1,0,0,0
1905,37.314354,127.089567,1,0,0,0,0
1906,37.314358,127.089054,0,1,0,0,0
1907,37.314352,127.089454,0,0,1,0,0
1908,37.31435,127.089427,0,1,0,0,0
1909,37.314352,127.089387,1,0,0,0,0
1910,37.31434,127.089322,1,0,0,0,0
1911,37.314338,127.089237,1,0,0,0,0
1912,37.314336,127.089192,0,0,0,0,1
1913,37.314319,127.089152,1,0,0,0,0
1914,37.314311,127.089077,1,0,0,0,0
1915,37.314309,127.088985,1,0,0,0,0
1916,37.314293,127.088893,0,0,0,0,1
1917,37.314319,127.088803,0,0,0,0,1
1918,37.31433,127.088773,0,1,0,0,0
1919,37.314326,127.088731,0,0,0,0,1
1920,37.31434,127.088698,0,1,0,0,0
1921,37.314366,127.088308,1,0,0,0,0
1922,37.314378,127.088191,1,0,0,0,0
1923,37.314393,127.088024,1,0,0,0,0
1924,37.314413,127.08752,0,0,0,0,1
1925,37.314407,127.087465,0,0,0,0,1
1926,37.314413,127.087425,1,0,0,0,0
1927,37.314413,127.087375,0,1,0,0,0
1928,37.314413,127.08734,1,0,0,0,0
1929,37.314399,127.08721,0,0,1,0,0
1930,37.31437,127.086649,1,0,0,0,0
1931,37.314366,127.086487,1,0,0,0,0
1932,37.314304,127.086095,0,1,0,0,0
1933,37.314266,127.085804,0,0,0,0,1
1934,37.314226,127.085651,0,0,0,1,0
1935,37.314228,127.085586,0,0,1,0,0
1936,37.314246,127.085382,1,0,0,0,0
1937,37.314208,127.085175,0,0,0,0,1
1938,37.314332,127.086223,0,0,0,0,1
1939,37.314369,127.08652,1,0,0,0,0
1940,37.59,126.75,1,0,0,0,0
1970,37.59,126.75,0,0,1,0,0
1973,37.59,126.75,0,1,0,0,0
1986,37.59,126.75,0,0,0,0,1
2014,37.59,126.75,0,0,0,1,0
2039,37.58,127.01,1,0,0,0,1
2050,37.31,126.55,0,0,0,0,1
2051,37.31,126.55,0,1,0,0,0
2052,37.31,126.55,1,0,0,0,0
2053,37.31,126.55,1,0,0,0,1
2055,37.32,126.55,0,1,0,0,0
2058,37.32,126.55,1,0,0,0,0
2059,37.32,126.55,0,0,0,0,1
2062,37.32,126.54,1,0,0,0,0
2064,37.32,126.54,0,1,0,0,0
2068,37.31,126.54,0,1,0,0,0
2073,37.31,126.54,1,0,0,0,0
2076,37.35,127.1,1,0,0,0,0
2078,37.28,126.55,0,0,0,0,1
2079,37.28,126.55,0,1,0,0,0
2080,37.28,126.55,1,0,0,0,0
2113,37.29,126.55,0,0,0,0,1
2115,37.29,126.55,1,0,0,0,0
2118,37.29,126.55,0,1,0,0,0
2126,37.31,126.56,1,0,0,0,0
2149,37.46,126.83,0,1,0,0,0
2151,37.46,126.83,0,0,0,0,1
2152,37.4654,126.8388,1,1,0,1,0
2153,37.4632,126.844,1,1,0,0,0
2154,37.4825,126.8536,0,1,0,0,0
2155,37.4893,126.8965,1,0,0,0,0
2156,37.4882,126.8973,0,1,0,0,0
2157,37.4884,126.8972,0,1,0,0,0
2159,37.4864,126.8989,1,0,0,0,0
2160,37.4859,126.9003,0,0,0,0,1
2161,37.4848,126.9041,0,1,0,0,0
2162,37.4853,126.9044,0,1,0,0,0
2163,37.4878,126.9041,0,1,0,0,0
2164,37.4849,126.9044,0,1,0,0,0
2165,37.4849,126.9045,0,0,0,0,1
2166,37.4849,126.9045,1,1,0,0,1
2167,37.4859,126.9,0,1,0,0,0
2168,37.4873,126.898,0,0,0,0,1
2169,37.4884,126.897,0,1,0,0,0
2170,37.4884,126.897,1,0,0,0,0
2171,37.4896,126.8964,1,0,0,0,0
2172,37.49,126.896,1,1,0,0,0
2173,37.4903,126.8962,0,1,0,0,0
2174,37.496,126.8941,1,0,1,0,0
2175,37.4679,126.8426,1,0,0,0,0
2176,37.4655,126.8389,0,1,0,0,0
2177,37.4655,126.8385,1,0,0,0,0
2178,37.4655,126.8335,0,1,0,0,0
2179,37.4661,126.831,1,0,0,0,0
2180,37.4662,126.8308,1,0,0,0,0
2181,37.4677,126.8267,1,0,0,0,0
2182,37.4678,126.8267,0,1,0,0,0
2183,37.4688,126.8257,1,0,0,0,0
2185,37.31,126.55,1,1,0,0,0
2198,37.32,126.55,1,1,0,0,0
2201,37.5357,126.9131,0,1,0,0,0
2202,37.5295,126.9097,0,1,0,0,0
2203,37.5297,126.9115,0,1,0,0,0
2204,37.4831,126.8194,1,0,0,0,0
2205,37.4828,126.8195,1,0,0,0,0
2207,37.4824,126.8197,0,0,0,1,0
2208,37.4825,126.8197,0,1,0,0,0
2209,37.4825,126.8196,0,1,0,0,0
2210,37.4824,126.8195,0,1,0,0,0
2211,37.4812,126.8203,0,1,0,0,0
2212,37.4815,126.8202,0,1,0,0,0
2213,37.4813,126.8202,0,1,0,0,0
2214,37.4814,126.82,0,1,0,0,0
2215,37.4812,126.8201,0,1,0,0,0
2216,37.4813,126.8201,0,0,1,0,0
2217,37.481,126.8201,0,0,0,0,1
2218,37.481,126.8202,0,1,0,0,0
2219,37.481,126.82,0,1,0,0,0
2220,37.4808,126.8203,0,0,1,0,0
2221,37.4811,126.8199,0,0,0,0,1
2223,37.481,126.8199,0,1,0,0,0
2224,37.4797,126.8207,1,0,0,0,0
2225,37.4782,126.8215,1,0,0,0,0
2226,37.4759,126.8216,0,1,0,0,0
2227,37.4759,126.8216,1,0,0,0,0
2228,37.4727,126.823,0,1,0,0,0
2229,37.4713,126.8241,0,1,0,0,0
2230,37.4676,126.8268,1,0,0,0,0
2231,37.4669,126.8296,0,1,0,0,0
2232,37.4656,126.8332,0,1,0,0,0
2233,37.4687,126.8435,0,0,1,0,0
2234,37.4687,126.8435,0,1,0,0,0
2235,37.5901,127.017,0,1,0,0,0
2236,37.5903,127.0168,0,1,0,0,0
2237,37.5904,127.0168,1,0,0,0,0
2238,37.5907,127.0165,0,1,0,0,0
2239,37.5905,127.0167,0,1,0,0,0
2240,37.5904,127.0167,0,1,0,0,0
2241,37.5905,127.0163,0,1,0,0,0
2242,37.5905,127.0166,0,1,0,0,0
2244,37.5902,127.017,0,1,0,0,0
2246,37.5285,127.91,1,0,0,0,0
2247,37.5212,127.9158,1,0,0,0,0
2248,37.47,126.79,1,1,0,0,0
2251,37.47,126.79,0,1,0,0,0
2260,37.47,126.79,1,0,0,0,0
2266,37.47,126.8,0,1,0,0,0
2276,37.47,126.8,1,0,0,0,0
2369,37.559798,126.889463,1,0,0,0,0
2370,37.559798,126.889463,0,1,0,0,0
2371,37.572374,126.868147,1,0,0,0,0
2372,37.562706,126.899513,0,1,0,0,0
2374,37.569096,126.981197,0,1,0,0,0
2375,37.562706,126.899513,1,0,0,0,0
2376,37.572374,126.868147,0,1,0,0,0
2377,37.561301,126.886215,1,0,1,0,0
2378,37.561301,126.886215,1,1,0,0,0
2382,37.572374,126.868147,0,1,0,1,0
2383,37.563056,126.894651,0,1,0,0,0
2384,37.579064,126.890081,0,1,0,0,0
2385,37.579064,126.890081,0,0,0,0,1
2386,37.579064,126.890081,1,0,0,0,0
2388,37.573166,126.886968,0,1,0,0,0
2390,37.573064,126.900271,0,1,0,0,0
2391,37.551871,126.899417,1,1,0,0,0
2392,37.551871,126.899417,1,0,0,0,0
2395,37.573064,126.900271,0,0,0,0,1
2396,37.578244,126.888988,0,1,0,0,0
2398,37.578244,126.888988,1,0,0,0,0
2401,37.578244,126.888988,0,0,1,0,0
2408,37.573064,126.900271,0,0,1,0,0
2418,37.572374,126.868147,0,0,0,1,0
2419,37.572374,126.868147,0,0,0,0,1
2420,37.572374,126.868147,0,1,0,0,1
2433,37.572374,126.868147,0,0,1,0,0
2448,37.551871,126.899417,0,1,0,0,0
2450,37.569096,126.981197,0,0,0,0,1
2452,37.573166,126.886968,0,0,1,0,0
2463,37.578244,126.888988,0,0,0,1,0
2464,37.578244,126.888988,0,0,0,0,1
2472,37.6638,126.623,1,1,0,0,0
2473,37.6638,126.623,0,1,1,0,1
2475,37.6638,126.623,1,1,1,0,1
2477,37.6638,126.623,0,1,1,0,0
2478,37.6638,126.623,0,1,0,0,0
2479,37.6638,126.623,1,0,0,0,0
2483,37.6638,126.623,1,0,0,0,1
2486,37.6385,126.5423,0,1,0,0,0
2487,37.6385,126.5423,1,0,1,0,0
2489,37.6385,126.5423,1,0,0,0,0
2491,37.6385,126.5423,0,1,0,0,1
2496,37.6385,126.5423,0,0,1,0,1
2499,37.6385,126.5423,0,0,1,0,0
2503,37.635739,126.531532,1,1,0,0,1
2504,37.635739,126.531532,1,1,1,1,1
2508,37.635739,126.531532,1,0,0,0,1
2509,37.635739,126.531532,1,1,1,0,1
2513,37.635739,126.531532,1,1,0,0,0
2515,37.590412,127.016685,1,0,0,0,0
2519,37.590412,127.016685,0,1,0,0,0
2528,37.590412,127.016685,0,0,0,0,1
2554,37.708921,126.607534,0,1,0,0,0
2556,37.708921,126.607534,1,0,0,0,0
2565,37.708921,126.607534,0,0,1,0,0
2569,37.708921,126.607534,1,1,0,0,1
2571,37.630744,126.71113,1,1,0,0,0
2572,37.3144112,127.0886278,1,0,0,0,0
2573,37.3143748,127.0884862,1,0,0,0,0
2574,37.3144497,127.0889429,1,0,0,0,0
2575,37.3145332,127.0875417,0,0,1,0,0
2577,37.3144268,127.0873768,0,0,1,0,0
2579,37.3144369,127.0873275,0,0,1,0,0
2581,37.3144444,127.0872222,0,1,0,0,0
2585,37.3144118,127.0870732,1,0,0,0,0
2589,37.3144038,127.0868263,1,0,0,0,0
2595,37.3143886,127.0866647,0,1,0,0,0
2602,37.3143844,127.0864608,1,0,0,0,0
2609,37.3144118,127.063726,1,0,0,0,0
2616,37.3143441,127.0862335,0,0,0,0,1
2621,37.3143477,127.0861218,1,0,0,0,0
2627,37.3143363,127.0859301,0,0,0,0,1
2634,37.3142819,127.0857661,0,1,0,0,0
2641,37.3142264,127.0855885,1,0,0,0,0
2646,37.3141948,127.0853508,0,0,0,0,1
2654,37.3142952,127.0853936,0,1,0,0,0
2664,37.3141948,127.0853508,1,0,0,0,0
2669,37.3142462,127.0852934,1,0,0,0,0
2674,37.3217143,127.0801821,1,0,0,0,0
2676,37.3218255,127.0800373,1,0,0,0,0
2680,37.3217295,127.0801647,1,0,0,0,0
2685,37.3213919,127.0809261,1,0,0,0,0
2689,37.3213578,127.081032,1,0,0,0,0
2692,37.3210933,127.0823879,1,0,0,0,0
2695,37.3210197,127.0829696,1,0,0,0,0
2698,37.3211018,127.0830853,1,0,0,0,0
2700,37.3209757,127.0832167,0,0,0,0,1
2702,37.3210245,127.0831956,0,1,0,0,0
2705,37.3209048,127.0843989,0,0,1,0,0
2706,37.3209195,127.0845377,1,0,0,0,0
2708,37.3208989,127.0847301,0,0,1,0,0
2712,37.3151678,127.0766419,1,0,0,0,0
2715,37.3151337,127.0768049,0,1,0,0,0
2717,37.315295,127.077688,1,0,0,0,0
2718,37.3152931,127.0777068,1,0,0,0,0
2719,37.3152868,127.0777614,1,0,0,0,0
2721,37.3152867,127.0777615,1,0,0,0,0
2722,37.55,126.9,1,0,0,0,0
2726,37.55,126.9,0,0,1,0,0
2792,37.55,126.9,0,1,0,0,0
2832,37.55,126.9,1,1,0,0,0
2842,37.49300001,126.87,0,1,0,0,0
2845,37.494,126.87001,1,0,0,0,0
2848,37.4943,126.87001,0,1,0,0,0
2851,37.4951,126.87,0,0,0,0,1
2855,37.496,126.87,0,0,0,0,1
2859,37.501,126.87111,0,0,1,0,0
2862,37.5031,126.87113,1,0,0,0,0
2864,37.5031,126.87113,0,1,0,0,0
2867,37.5042,126.87213,0,1,0,0,0
2872,37.505,126.872,0,0,1,0,0
2874,37.505,126.872,1,0,0,0,0
2875,37.505,126.8723,1,0,0,0,0
2878,37.507,126.873,1,0,0,0,0
2881,37.601,126.8011,0,1,0,0,0
2886,37.5999,126.802,0,1,0,0,0
2892,37.5878,126.82,1,0,0,0,0
2897,37.5867,126.8255,0,0,0,0,1
2902,37.5870001,126.826,0,0,0,0,1
2907,37.58691001,126.826111,0,1,0,0,0
2912,37.586811,126.82625,0,0,0,1,0
2917,37.586001,126.83001,0,0,0,0,1
2923,37.583,126.831999,0,0,0,1,0
2930,37.58009,126.8320101,0,0,1,0,0
2934,37.5815,126.8326971,0,0,1,0,0
2939,37.5803333,126.832923,0,1,0,0,0
2944,37.52943,127.06538,0,0,0,0,1
2945,37.5293,127.06546,1,0,0,0,1
2946,37.52936,127.06536,1,0,0,0,1
2947,37.52943,127.06537,1,0,0,0,0
2948,37.52941,127.06535,0,0,0,0,1
2949,37.5293,127.06551,0,0,0,0,1
2950,37.52941,127.06535,1,0,0,0,0
2951,37.52941,127.06537,0,1,0,0,0
2952,37.52941,127.06536,0,1,0,0,0
2953,37.5294,127.06535,1,0,0,0,0
2955,37.5294,127.06535,0,0,0,0,1
2956,37.5294,127.06532,0,0,0,0,1
2957,37.52923,127.06541,0,0,0,0,1
2960,37.5294,127.06534,0,0,0,0,1
2962,37.52934,127.06542,1,0,0,0,0
2964,37.52943,127.06535,1,0,0,0,0
2965,37.5294,127.06534,0,1,0,0,0
2966,37.52935,127.06536,0,1,0,0,0
2967,37.52933,127.06541,1,0,0,0,0
2969,37.52943,127.06533,0,0,0,0,1
2970,37.52944,127.06533,0,0,0,0,1
2971,37.52946,127.06534,0,0,0,0,1
2972,37.52945,127.06533,0,0,0,0,1
2973,37.52946,127.06536,0,0,0,0,1
2974,37.52944,127.06544,1,0,0,0,0
2975,37.52945,127.06537,1,0,0,0,0
2976,37.52942,127.06542,1,0,0,0,0
2977,37.5294,127.0654,1,0,0,0,0
2978,37.52933,127.06544,1,0,0,0,0
2979,37.52943,127.06533,1,0,0,0,0
2980,37.52943,127.06543,1,0,0,0,0
2981,37.52942,127.06544,1,0,0,0,0
2983,37.52943,127.06541,1,0,0,0,0
2984,37.52941,127.06541,1,0,0,0,0
2985,37.52944,127.0654,1,0,0,0,0
2986,37.52943,127.06536,1,0,0,0,0
2988,37.5294,127.06538,0,1,0,0,0
2989,37.5293,127.06539,0,1,0,0,0
2990,37.52943,127.06541,0,1,0,0,0
2991,37.52942,127.06539,1,0,0,0,0
2992,37.52944,127.06543,1,0,0,0,0
2996,37.6766,126.8164,0,1,0,0,0
2997,37.67659,126.8164,0,0,0,0,1
2998,37.6766,126.81638,0,0,0,0,1
2999,37.67661,126.81638,0,0,0,0,1
3000,37.67659,126.81639,0,0,0,0,1
3001,37.67662,126.81641,1,0,0,0,0
3002,37.67661,126.8164,0,0,0,0,1
3004,37.67659,126.81639,0,1,0,0,0
3005,37.67659,126.8164,1,0,0,0,0
3006,37.6766,126.81639,0,0,0,0,1
3008,37.67661,126.81639,1,0,0,0,0
3009,37.67662,126.81642,1,0,0,0,0
3010,37.67661,126.81642,1,0,0,0,0
3011,37.67659,126.81639,1,0,0,0,0
3012,37.6766,126.81638,1,0,0,0,1
3013,37.67661,126.81639,0,0,0,0,1
3014,37.6766,126.81638,1,0,0,0,0
3016,37.67663,126.8164,1,1,0,0,0
3017,37.67662,126.81639,0,0,0,0,1
